,Date,AQI,Sample_Duration,Pollutant_Type
66044,2022-10-20,7,24 HOUR,88101
66045,2022-10-20,7,24 HOUR,88101
66046,2022-10-20,7,24 HOUR,88101
66047,2022-10-20,7,24 HOUR,88101
66048,2022-10-20,7,24 HOUR,88101
66049,2022-10-20,7,24 HOUR,88101
66050,2022-10-20,7,24 HOUR,88101
66051,2022-10-20,7,24 HOUR,88101
66052,2022-10-20,10,24-HR BLK AVG,88101
66053,2022-10-20,10,24-HR BLK AVG,88101
66054,2022-10-20,10,24-HR BLK AVG,88101
66055,2022-10-20,10,24-HR BLK AVG,88101
66056,2022-10-20,10,24-HR BLK AVG,88101
66057,2022-10-20,10,24-HR BLK AVG,88101
66058,2022-10-26,7,24 HOUR,88101
66059,2022-10-26,7,24 HOUR,88101
66060,2022-10-26,7,24 HOUR,88101
66061,2022-10-26,7,24 HOUR,88101
66062,2022-10-26,7,24 HOUR,88101
66063,2022-10-26,7,24 HOUR,88101
66064,2022-10-26,10,24-HR BLK AVG,88101
66065,2022-10-26,10,24-HR BLK AVG,88101
66066,2022-10-26,10,24-HR BLK AVG,88101
66067,2022-10-26,10,24-HR BLK AVG,88101
66068,2022-10-26,10,24-HR BLK AVG,88101
66069,2022-10-26,10,24-HR BLK AVG,88101
66070,2022-11-01,16,24 HOUR,88101
66071,2022-11-01,16,24 HOUR,88101
66072,2022-11-01,16,24 HOUR,88101
66073,2022-11-01,16,24 HOUR,88101
66074,2022-11-01,16,24 HOUR,88101
66075,2022-11-01,16,24 HOUR,88101
66076,2022-11-01,16,24 HOUR,88101
66077,2022-11-01,16,24 HOUR,88101
66078,2022-11-01,16,24 HOUR,88101
66079,2022-11-01,16,24 HOUR,88101
66080,2022-11-01,16,24 HOUR,88101
66081,2022-11-01,16,24 HOUR,88101
66082,2022-11-01,20,24-HR BLK AVG,88101
66083,2022-11-01,20,24-HR BLK AVG,88101
66084,2022-11-01,20,24-HR BLK AVG,88101
66085,2022-11-01,20,24-HR BLK AVG,88101
66086,2022-11-01,20,24-HR BLK AVG,88101
66087,2022-11-01,20,24-HR BLK AVG,88101
66088,2022-11-07,25,24 HOUR,88101
66089,2022-11-07,25,24 HOUR,88101
66090,2022-11-07,25,24 HOUR,88101
66091,2022-11-07,25,24 HOUR,88101
66092,2022-11-07,25,24 HOUR,88101
66093,2022-11-07,25,24 HOUR,88101
66094,2022-11-07,30,24-HR BLK AVG,88101
66095,2022-11-07,30,24-HR BLK AVG,88101
66096,2022-11-07,30,24-HR BLK AVG,88101
66097,2022-11-07,30,24-HR BLK AVG,88101
66098,2022-11-07,30,24-HR BLK AVG,88101
66099,2022-11-07,30,24-HR BLK AVG,88101
66100,2022-11-13,8,24 HOUR,88101
66101,2022-11-13,8,24 HOUR,88101
66102,2022-11-13,8,24 HOUR,88101
66103,2022-11-13,8,24 HOUR,88101
66104,2022-11-13,8,24 HOUR,88101
66105,2022-11-13,8,24 HOUR,88101
66106,2022-11-13,8,24 HOUR,88101
66107,2022-11-13,8,24 HOUR,88101
66108,2022-11-13,8,24 HOUR,88101
66109,2022-11-13,8,24 HOUR,88101
66110,2022-11-13,8,24 HOUR,88101
66111,2022-11-13,8,24 HOUR,88101
66112,2022-11-13,16,24-HR BLK AVG,88101
66113,2022-11-13,16,24-HR BLK AVG,88101
66114,2022-11-13,16,24-HR BLK AVG,88101
66115,2022-11-13,16,24-HR BLK AVG,88101
66116,2022-11-13,16,24-HR BLK AVG,88101
66117,2022-11-13,16,24-HR BLK AVG,88101
66118,2022-12-07,8,24 HOUR,88101
66119,2022-12-07,8,24 HOUR,88101
66120,2022-12-07,8,24 HOUR,88101
66121,2022-12-07,8,24 HOUR,88101
66122,2022-12-07,8,24 HOUR,88101
66123,2022-12-07,8,24 HOUR,88101
66124,2022-12-07,8,24 HOUR,88101
66125,2022-12-07,8,24 HOUR,88101
66126,2022-12-07,8,24 HOUR,88101
66127,2022-12-07,8,24 HOUR,88101
66128,2022-12-07,8,24 HOUR,88101
66129,2022-12-07,8,24 HOUR,88101
66130,2022-12-07,15,24-HR BLK AVG,88101
66131,2022-12-07,15,24-HR BLK AVG,88101
66132,2022-12-07,15,24-HR BLK AVG,88101
66133,2022-12-07,15,24-HR BLK AVG,88101
66134,2022-12-07,15,24-HR BLK AVG,88101
66135,2022-12-07,15,24-HR BLK AVG,88101
66136,2022-12-13,20,24 HOUR,88101
66137,2022-12-13,20,24 HOUR,88101
66138,2022-12-13,20,24 HOUR,88101
66139,2022-12-13,20,24 HOUR,88101
66140,2022-12-13,20,24 HOUR,88101
66141,2022-12-13,20,24 HOUR,88101
66142,2022-12-13,28,24-HR BLK AVG,88101
66143,2022-12-13,28,24-HR BLK AVG,88101
66144,2022-12-13,28,24-HR BLK AVG,88101
66145,2022-12-13,28,24-HR BLK AVG,88101
66146,2022-12-13,28,24-HR BLK AVG,88101
66147,2022-12-13,28,24-HR BLK AVG,88101
66148,2022-12-19,5,24 HOUR,88101
66149,2022-12-19,5,24 HOUR,88101
66150,2022-12-19,5,24 HOUR,88101
66151,2022-12-19,5,24 HOUR,88101
66152,2022-12-19,5,24 HOUR,88101
66153,2022-12-19,5,24 HOUR,88101
66154,2022-12-19,5,24 HOUR,88101
66155,2022-12-19,5,24 HOUR,88101
66156,2022-12-19,5,24 HOUR,88101
66157,2022-12-19,5,24 HOUR,88101
66158,2022-12-19,5,24 HOUR,88101
66159,2022-12-19,5,24 HOUR,88101
66160,2022-12-19,21,24-HR BLK AVG,88101
66161,2022-12-19,21,24-HR BLK AVG,88101
66162,2022-12-19,21,24-HR BLK AVG,88101
66163,2022-12-19,21,24-HR BLK AVG,88101
66164,2022-12-19,21,24-HR BLK AVG,88101
66165,2022-12-19,21,24-HR BLK AVG,88101
66166,2022-12-25,2,24 HOUR,88101
66167,2022-12-25,2,24 HOUR,88101
66168,2022-12-25,2,24 HOUR,88101
66169,2022-12-25,2,24 HOUR,88101
66170,2022-12-25,2,24 HOUR,88101
66171,2022-12-25,2,24 HOUR,88101
66172,2022-12-25,15,24-HR BLK AVG,88101
66173,2022-12-25,15,24-HR BLK AVG,88101
66174,2022-12-25,15,24-HR BLK AVG,88101
66175,2022-12-25,15,24-HR BLK AVG,88101
66176,2022-12-25,15,24-HR BLK AVG,88101
66177,2022-12-25,15,24-HR BLK AVG,88101
66178,2022-12-31,3,24 HOUR,88101
66179,2022-12-31,3,24 HOUR,88101
66180,2022-12-31,3,24 HOUR,88101
66181,2022-12-31,3,24 HOUR,88101
66182,2022-12-31,3,24 HOUR,88101
66183,2022-12-31,3,24 HOUR,88101
66184,2022-12-31,3,24 HOUR,88101
66185,2022-12-31,3,24 HOUR,88101
66186,2022-12-31,3,24 HOUR,88101
66187,2022-12-31,3,24 HOUR,88101
66188,2022-12-31,3,24 HOUR,88101
66189,2022-12-31,3,24 HOUR,88101
66190,2022-12-31,13,24-HR BLK AVG,88101
66191,2022-12-31,13,24-HR BLK AVG,88101
66192,2022-12-31,13,24-HR BLK AVG,88101
66193,2022-12-31,13,24-HR BLK AVG,88101
66194,2022-12-31,13,24-HR BLK AVG,88101
66195,2022-12-31,13,24-HR BLK AVG,88101
66196,2022-01-01,24,24-HR BLK AVG,88101
66197,2022-01-01,24,24-HR BLK AVG,88101
66198,2022-01-01,24,24-HR BLK AVG,88101
66199,2022-01-01,24,24-HR BLK AVG,88101
66200,2022-01-01,24,24-HR BLK AVG,88101
66201,2022-01-01,24,24-HR BLK AVG,88101
66202,2022-01-03,18,24-HR BLK AVG,88101
66203,2022-01-03,18,24-HR BLK AVG,88101
66204,2022-01-03,18,24-HR BLK AVG,88101
66205,2022-01-03,18,24-HR BLK AVG,88101
66206,2022-01-03,18,24-HR BLK AVG,88101
66207,2022-01-03,18,24-HR BLK AVG,88101
66208,2022-01-04,13,24-HR BLK AVG,88101
66209,2022-01-04,13,24-HR BLK AVG,88101
66210,2022-01-04,13,24-HR BLK AVG,88101
66211,2022-01-04,13,24-HR BLK AVG,88101
66212,2022-01-04,13,24-HR BLK AVG,88101
66213,2022-01-04,13,24-HR BLK AVG,88101
66214,2022-01-06,33,24-HR BLK AVG,88101
66215,2022-01-06,33,24-HR BLK AVG,88101
66216,2022-01-06,33,24-HR BLK AVG,88101
66217,2022-01-06,33,24-HR BLK AVG,88101
66218,2022-01-06,33,24-HR BLK AVG,88101
66219,2022-01-06,33,24-HR BLK AVG,88101
66220,2022-01-07,14,24-HR BLK AVG,88101
66221,2022-01-07,14,24-HR BLK AVG,88101
66222,2022-01-07,14,24-HR BLK AVG,88101
66223,2022-01-07,14,24-HR BLK AVG,88101
66224,2022-01-07,14,24-HR BLK AVG,88101
66225,2022-01-07,14,24-HR BLK AVG,88101
66226,2022-01-09,18,24-HR BLK AVG,88101
66227,2022-01-09,18,24-HR BLK AVG,88101
66228,2022-01-09,18,24-HR BLK AVG,88101
66229,2022-01-09,18,24-HR BLK AVG,88101
66230,2022-01-09,18,24-HR BLK AVG,88101
66231,2022-01-09,18,24-HR BLK AVG,88101
66232,2022-01-10,13,24-HR BLK AVG,88101
66233,2022-01-10,13,24-HR BLK AVG,88101
66234,2022-01-10,13,24-HR BLK AVG,88101
66235,2022-01-10,13,24-HR BLK AVG,88101
66236,2022-01-10,13,24-HR BLK AVG,88101
66237,2022-01-10,13,24-HR BLK AVG,88101
66238,2022-01-12,11,24-HR BLK AVG,88101
66239,2022-01-12,11,24-HR BLK AVG,88101
66240,2022-01-12,11,24-HR BLK AVG,88101
66241,2022-01-12,11,24-HR BLK AVG,88101
66242,2022-01-12,11,24-HR BLK AVG,88101
66243,2022-01-12,11,24-HR BLK AVG,88101
66244,2022-01-13,16,24-HR BLK AVG,88101
66245,2022-01-13,16,24-HR BLK AVG,88101
66246,2022-01-13,16,24-HR BLK AVG,88101
66247,2022-01-13,16,24-HR BLK AVG,88101
66248,2022-01-13,16,24-HR BLK AVG,88101
66249,2022-01-13,16,24-HR BLK AVG,88101
66250,2022-01-15,18,24-HR BLK AVG,88101
66251,2022-01-15,18,24-HR BLK AVG,88101
66252,2022-01-15,18,24-HR BLK AVG,88101
66253,2022-01-15,18,24-HR BLK AVG,88101
66254,2022-01-15,18,24-HR BLK AVG,88101
66255,2022-01-15,18,24-HR BLK AVG,88101
66256,2022-01-16,14,24-HR BLK AVG,88101
66257,2022-01-16,14,24-HR BLK AVG,88101
66258,2022-01-16,14,24-HR BLK AVG,88101
66259,2022-01-16,14,24-HR BLK AVG,88101
66260,2022-01-16,14,24-HR BLK AVG,88101
66261,2022-01-16,14,24-HR BLK AVG,88101
66262,2022-01-18,17,24-HR BLK AVG,88101
66263,2022-01-18,17,24-HR BLK AVG,88101
66264,2022-01-18,17,24-HR BLK AVG,88101
66265,2022-01-18,17,24-HR BLK AVG,88101
66266,2022-01-18,17,24-HR BLK AVG,88101
66267,2022-01-18,17,24-HR BLK AVG,88101
66268,2022-01-19,24,24-HR BLK AVG,88101
66269,2022-01-19,24,24-HR BLK AVG,88101
66270,2022-01-19,24,24-HR BLK AVG,88101
66271,2022-01-19,24,24-HR BLK AVG,88101
66272,2022-01-19,24,24-HR BLK AVG,88101
66273,2022-01-19,24,24-HR BLK AVG,88101
66274,2022-01-21,18,24-HR BLK AVG,88101
66275,2022-01-21,18,24-HR BLK AVG,88101
66276,2022-01-21,18,24-HR BLK AVG,88101
66277,2022-01-21,18,24-HR BLK AVG,88101
66278,2022-01-21,18,24-HR BLK AVG,88101
66279,2022-01-21,18,24-HR BLK AVG,88101
66280,2022-01-22,18,24-HR BLK AVG,88101
66281,2022-01-22,18,24-HR BLK AVG,88101
66282,2022-01-22,18,24-HR BLK AVG,88101
66283,2022-01-22,18,24-HR BLK AVG,88101
66284,2022-01-22,18,24-HR BLK AVG,88101
66285,2022-01-22,18,24-HR BLK AVG,88101
66286,2022-01-24,17,24-HR BLK AVG,88101
66287,2022-01-24,17,24-HR BLK AVG,88101
66288,2022-01-24,17,24-HR BLK AVG,88101
66289,2022-01-24,17,24-HR BLK AVG,88101
66290,2022-01-24,17,24-HR BLK AVG,88101
66291,2022-01-24,17,24-HR BLK AVG,88101
66292,2022-01-25,22,24-HR BLK AVG,88101
66293,2022-01-25,22,24-HR BLK AVG,88101
66294,2022-01-25,22,24-HR BLK AVG,88101
66295,2022-01-25,22,24-HR BLK AVG,88101
66296,2022-01-25,22,24-HR BLK AVG,88101
66297,2022-01-25,22,24-HR BLK AVG,88101
66298,2022-01-27,20,24-HR BLK AVG,88101
66299,2022-01-27,20,24-HR BLK AVG,88101
66300,2022-01-27,20,24-HR BLK AVG,88101
66301,2022-01-27,20,24-HR BLK AVG,88101
66302,2022-01-27,20,24-HR BLK AVG,88101
66303,2022-01-27,20,24-HR BLK AVG,88101
66304,2022-01-28,14,24-HR BLK AVG,88101
66305,2022-01-28,14,24-HR BLK AVG,88101
66306,2022-01-28,14,24-HR BLK AVG,88101
66307,2022-01-28,14,24-HR BLK AVG,88101
66308,2022-01-28,14,24-HR BLK AVG,88101
66309,2022-01-28,14,24-HR BLK AVG,88101
66310,2022-01-30,13,24-HR BLK AVG,88101
66311,2022-01-30,13,24-HR BLK AVG,88101
66312,2022-01-30,13,24-HR BLK AVG,88101
66313,2022-01-30,13,24-HR BLK AVG,88101
66314,2022-01-30,13,24-HR BLK AVG,88101
66315,2022-01-30,13,24-HR BLK AVG,88101
66316,2022-01-31,20,24-HR BLK AVG,88101
66317,2022-01-31,20,24-HR BLK AVG,88101
66318,2022-01-31,20,24-HR BLK AVG,88101
66319,2022-01-31,20,24-HR BLK AVG,88101
66320,2022-01-31,20,24-HR BLK AVG,88101
66321,2022-01-31,20,24-HR BLK AVG,88101
66322,2022-02-02,23,24-HR BLK AVG,88101
66323,2022-02-02,23,24-HR BLK AVG,88101
66324,2022-02-02,23,24-HR BLK AVG,88101
66325,2022-02-02,23,24-HR BLK AVG,88101
66326,2022-02-02,23,24-HR BLK AVG,88101
66327,2022-02-02,23,24-HR BLK AVG,88101
66328,2022-02-03,32,24-HR BLK AVG,88101
66329,2022-02-03,32,24-HR BLK AVG,88101
66330,2022-02-03,32,24-HR BLK AVG,88101
66331,2022-02-03,32,24-HR BLK AVG,88101
66332,2022-02-03,32,24-HR BLK AVG,88101
66333,2022-02-03,32,24-HR BLK AVG,88101
66334,2022-02-05,19,24-HR BLK AVG,88101
66335,2022-02-05,19,24-HR BLK AVG,88101
66336,2022-02-05,19,24-HR BLK AVG,88101
66337,2022-02-05,19,24-HR BLK AVG,88101
66338,2022-02-05,19,24-HR BLK AVG,88101
66339,2022-02-05,19,24-HR BLK AVG,88101
66340,2022-02-06,16,24-HR BLK AVG,88101
66341,2022-02-06,16,24-HR BLK AVG,88101
66342,2022-02-06,16,24-HR BLK AVG,88101
66343,2022-02-06,16,24-HR BLK AVG,88101
66344,2022-02-06,16,24-HR BLK AVG,88101
66345,2022-02-06,16,24-HR BLK AVG,88101
66346,2022-02-08,20,24-HR BLK AVG,88101
66347,2022-02-08,20,24-HR BLK AVG,88101
66348,2022-02-08,20,24-HR BLK AVG,88101
66349,2022-02-08,20,24-HR BLK AVG,88101
66350,2022-02-08,20,24-HR BLK AVG,88101
66351,2022-02-08,20,24-HR BLK AVG,88101
66352,2022-02-09,18,24-HR BLK AVG,88101
66353,2022-02-09,18,24-HR BLK AVG,88101
66354,2022-02-09,18,24-HR BLK AVG,88101
66355,2022-02-09,18,24-HR BLK AVG,88101
66356,2022-02-09,18,24-HR BLK AVG,88101
66357,2022-02-09,18,24-HR BLK AVG,88101
66358,2022-02-11,23,24-HR BLK AVG,88101
66359,2022-02-11,23,24-HR BLK AVG,88101
66360,2022-02-11,23,24-HR BLK AVG,88101
66361,2022-02-11,23,24-HR BLK AVG,88101
66362,2022-02-11,23,24-HR BLK AVG,88101
66363,2022-02-11,23,24-HR BLK AVG,88101
66364,2022-02-12,19,24-HR BLK AVG,88101
66365,2022-02-12,19,24-HR BLK AVG,88101
66366,2022-02-12,19,24-HR BLK AVG,88101
66367,2022-02-12,19,24-HR BLK AVG,88101
66368,2022-02-12,19,24-HR BLK AVG,88101
66369,2022-02-12,19,24-HR BLK AVG,88101
66370,2022-02-14,23,24-HR BLK AVG,88101
66371,2022-02-14,23,24-HR BLK AVG,88101
66372,2022-02-14,23,24-HR BLK AVG,88101
66373,2022-02-14,23,24-HR BLK AVG,88101
66374,2022-02-14,23,24-HR BLK AVG,88101
66375,2022-02-14,23,24-HR BLK AVG,88101
66376,2022-02-15,21,24-HR BLK AVG,88101
66377,2022-02-15,21,24-HR BLK AVG,88101
66378,2022-02-15,21,24-HR BLK AVG,88101
66379,2022-02-15,21,24-HR BLK AVG,88101
66380,2022-02-15,21,24-HR BLK AVG,88101
66381,2022-02-15,21,24-HR BLK AVG,88101
66382,2022-02-17,25,24-HR BLK AVG,88101
66383,2022-02-17,25,24-HR BLK AVG,88101
66384,2022-02-17,25,24-HR BLK AVG,88101
66385,2022-02-17,25,24-HR BLK AVG,88101
66386,2022-02-17,25,24-HR BLK AVG,88101
66387,2022-02-17,25,24-HR BLK AVG,88101
66388,2022-02-18,20,24-HR BLK AVG,88101
66389,2022-02-18,20,24-HR BLK AVG,88101
66390,2022-02-18,20,24-HR BLK AVG,88101
66391,2022-02-18,20,24-HR BLK AVG,88101
66392,2022-02-18,20,24-HR BLK AVG,88101
66393,2022-02-18,20,24-HR BLK AVG,88101
66394,2022-02-20,17,24-HR BLK AVG,88101
66395,2022-02-20,17,24-HR BLK AVG,88101
66396,2022-02-20,17,24-HR BLK AVG,88101
66397,2022-02-20,17,24-HR BLK AVG,88101
66398,2022-02-20,17,24-HR BLK AVG,88101
66399,2022-02-20,17,24-HR BLK AVG,88101
66400,2022-02-21,28,24-HR BLK AVG,88101
66401,2022-02-21,28,24-HR BLK AVG,88101
66402,2022-02-21,28,24-HR BLK AVG,88101
66403,2022-02-21,28,24-HR BLK AVG,88101
66404,2022-02-21,28,24-HR BLK AVG,88101
66405,2022-02-21,28,24-HR BLK AVG,88101
66406,2022-02-23,29,24-HR BLK AVG,88101
66407,2022-02-23,29,24-HR BLK AVG,88101
66408,2022-02-23,29,24-HR BLK AVG,88101
66409,2022-02-23,29,24-HR BLK AVG,88101
66410,2022-02-23,29,24-HR BLK AVG,88101
66411,2022-02-23,29,24-HR BLK AVG,88101
66412,2022-02-24,33,24-HR BLK AVG,88101
66413,2022-02-24,33,24-HR BLK AVG,88101
66414,2022-02-24,33,24-HR BLK AVG,88101
66415,2022-02-24,33,24-HR BLK AVG,88101
66416,2022-02-24,33,24-HR BLK AVG,88101
66417,2022-02-24,33,24-HR BLK AVG,88101
66418,2022-02-26,25,24-HR BLK AVG,88101
66419,2022-02-26,25,24-HR BLK AVG,88101
66420,2022-02-26,25,24-HR BLK AVG,88101
66421,2022-02-26,25,24-HR BLK AVG,88101
66422,2022-02-26,25,24-HR BLK AVG,88101
66423,2022-02-26,25,24-HR BLK AVG,88101
66424,2022-02-27,11,24-HR BLK AVG,88101
66425,2022-02-27,11,24-HR BLK AVG,88101
66426,2022-02-27,11,24-HR BLK AVG,88101
66427,2022-02-27,11,24-HR BLK AVG,88101
66428,2022-02-27,11,24-HR BLK AVG,88101
66429,2022-02-27,11,24-HR BLK AVG,88101
66430,2022-02-28,8,24-HR BLK AVG,88101
66431,2022-02-28,8,24-HR BLK AVG,88101
66432,2022-02-28,8,24-HR BLK AVG,88101
66433,2022-02-28,8,24-HR BLK AVG,88101
66434,2022-02-28,8,24-HR BLK AVG,88101
66435,2022-02-28,8,24-HR BLK AVG,88101
66436,2022-03-01,13,24-HR BLK AVG,88101
66437,2022-03-01,13,24-HR BLK AVG,88101
66438,2022-03-01,13,24-HR BLK AVG,88101
66439,2022-03-01,13,24-HR BLK AVG,88101
66440,2022-03-01,13,24-HR BLK AVG,88101
66441,2022-03-01,13,24-HR BLK AVG,88101
66442,2022-03-02,10,24-HR BLK AVG,88101
66443,2022-03-02,10,24-HR BLK AVG,88101
66444,2022-03-02,10,24-HR BLK AVG,88101
66445,2022-03-02,10,24-HR BLK AVG,88101
66446,2022-03-02,10,24-HR BLK AVG,88101
66447,2022-03-02,10,24-HR BLK AVG,88101
66448,2022-03-04,22,24-HR BLK AVG,88101
66449,2022-03-04,22,24-HR BLK AVG,88101
66450,2022-03-04,22,24-HR BLK AVG,88101
66451,2022-03-04,22,24-HR BLK AVG,88101
66452,2022-03-04,22,24-HR BLK AVG,88101
66453,2022-03-04,22,24-HR BLK AVG,88101
66454,2022-03-05,23,24-HR BLK AVG,88101
66455,2022-03-05,23,24-HR BLK AVG,88101
66456,2022-03-05,23,24-HR BLK AVG,88101
66457,2022-03-05,23,24-HR BLK AVG,88101
66458,2022-03-05,23,24-HR BLK AVG,88101
66459,2022-03-05,23,24-HR BLK AVG,88101
66460,2022-03-07,24,24-HR BLK AVG,88101
66461,2022-03-07,24,24-HR BLK AVG,88101
66462,2022-03-07,24,24-HR BLK AVG,88101
66463,2022-03-07,24,24-HR BLK AVG,88101
66464,2022-03-07,24,24-HR BLK AVG,88101
66465,2022-03-07,24,24-HR BLK AVG,88101
66466,2022-03-08,26,24-HR BLK AVG,88101
66467,2022-03-08,26,24-HR BLK AVG,88101
66468,2022-03-08,26,24-HR BLK AVG,88101
66469,2022-03-08,26,24-HR BLK AVG,88101
66470,2022-03-08,26,24-HR BLK AVG,88101
66471,2022-03-08,26,24-HR BLK AVG,88101
66472,2022-03-10,28,24-HR BLK AVG,88101
66473,2022-03-10,28,24-HR BLK AVG,88101
66474,2022-03-10,28,24-HR BLK AVG,88101
66475,2022-03-10,28,24-HR BLK AVG,88101
66476,2022-03-10,28,24-HR BLK AVG,88101
66477,2022-03-10,28,24-HR BLK AVG,88101
66478,2022-03-11,33,24-HR BLK AVG,88101
66479,2022-03-11,33,24-HR BLK AVG,88101
66480,2022-03-11,33,24-HR BLK AVG,88101
66481,2022-03-11,33,24-HR BLK AVG,88101
66482,2022-03-11,33,24-HR BLK AVG,88101
66483,2022-03-11,33,24-HR BLK AVG,88101
66484,2022-03-13,14,24-HR BLK AVG,88101
66485,2022-03-13,14,24-HR BLK AVG,88101
66486,2022-03-13,14,24-HR BLK AVG,88101
66487,2022-03-13,14,24-HR BLK AVG,88101
66488,2022-03-13,14,24-HR BLK AVG,88101
66489,2022-03-13,14,24-HR BLK AVG,88101
66490,2022-03-14,18,24-HR BLK AVG,88101
66491,2022-03-14,18,24-HR BLK AVG,88101
66492,2022-03-14,18,24-HR BLK AVG,88101
66493,2022-03-14,18,24-HR BLK AVG,88101
66494,2022-03-14,18,24-HR BLK AVG,88101
66495,2022-03-14,18,24-HR BLK AVG,88101
66496,2022-03-16,14,24-HR BLK AVG,88101
66497,2022-03-16,14,24-HR BLK AVG,88101
66498,2022-03-16,14,24-HR BLK AVG,88101
66499,2022-03-16,14,24-HR BLK AVG,88101
66500,2022-03-16,14,24-HR BLK AVG,88101
66501,2022-03-16,14,24-HR BLK AVG,88101
66502,2022-03-17,18,24-HR BLK AVG,88101
66503,2022-03-17,18,24-HR BLK AVG,88101
66504,2022-03-17,18,24-HR BLK AVG,88101
66505,2022-03-17,18,24-HR BLK AVG,88101
66506,2022-03-17,18,24-HR BLK AVG,88101
66507,2022-03-17,18,24-HR BLK AVG,88101
66508,2022-03-19,30,24-HR BLK AVG,88101
66509,2022-03-19,30,24-HR BLK AVG,88101
66510,2022-03-19,30,24-HR BLK AVG,88101
66511,2022-03-19,30,24-HR BLK AVG,88101
66512,2022-03-19,30,24-HR BLK AVG,88101
66513,2022-03-19,30,24-HR BLK AVG,88101
66514,2022-03-20,27,24-HR BLK AVG,88101
66515,2022-03-20,27,24-HR BLK AVG,88101
66516,2022-03-20,27,24-HR BLK AVG,88101
66517,2022-03-20,27,24-HR BLK AVG,88101
66518,2022-03-20,27,24-HR BLK AVG,88101
66519,2022-03-20,27,24-HR BLK AVG,88101
66520,2022-03-21,24,24-HR BLK AVG,88101
66521,2022-03-21,24,24-HR BLK AVG,88101
66522,2022-03-21,24,24-HR BLK AVG,88101
66523,2022-03-21,24,24-HR BLK AVG,88101
66524,2022-03-21,24,24-HR BLK AVG,88101
66525,2022-03-21,24,24-HR BLK AVG,88101
66526,2022-03-22,26,24-HR BLK AVG,88101
66527,2022-03-22,26,24-HR BLK AVG,88101
66528,2022-03-22,26,24-HR BLK AVG,88101
66529,2022-03-22,26,24-HR BLK AVG,88101
66530,2022-03-22,26,24-HR BLK AVG,88101
66531,2022-03-22,26,24-HR BLK AVG,88101
66532,2022-03-23,20,24-HR BLK AVG,88101
66533,2022-03-23,20,24-HR BLK AVG,88101
66534,2022-03-23,20,24-HR BLK AVG,88101
66535,2022-03-23,20,24-HR BLK AVG,88101
66536,2022-03-23,20,24-HR BLK AVG,88101
66537,2022-03-23,20,24-HR BLK AVG,88101
66538,2022-03-25,26,24-HR BLK AVG,88101
66539,2022-03-25,26,24-HR BLK AVG,88101
66540,2022-03-25,26,24-HR BLK AVG,88101
66541,2022-03-25,26,24-HR BLK AVG,88101
66542,2022-03-25,26,24-HR BLK AVG,88101
66543,2022-03-25,26,24-HR BLK AVG,88101
66544,2022-03-26,28,24-HR BLK AVG,88101
66545,2022-03-26,28,24-HR BLK AVG,88101
66546,2022-03-26,28,24-HR BLK AVG,88101
66547,2022-03-26,28,24-HR BLK AVG,88101
66548,2022-03-26,28,24-HR BLK AVG,88101
66549,2022-03-26,28,24-HR BLK AVG,88101
66550,2022-03-28,21,24-HR BLK AVG,88101
66551,2022-03-28,21,24-HR BLK AVG,88101
66552,2022-03-28,21,24-HR BLK AVG,88101
66553,2022-03-28,21,24-HR BLK AVG,88101
66554,2022-03-28,21,24-HR BLK AVG,88101
66555,2022-03-28,21,24-HR BLK AVG,88101
66556,2022-03-29,20,24-HR BLK AVG,88101
66557,2022-03-29,20,24-HR BLK AVG,88101
66558,2022-03-29,20,24-HR BLK AVG,88101
66559,2022-03-29,20,24-HR BLK AVG,88101
66560,2022-03-29,20,24-HR BLK AVG,88101
66561,2022-03-29,20,24-HR BLK AVG,88101
66562,2022-03-31,19,24-HR BLK AVG,88101
66563,2022-03-31,19,24-HR BLK AVG,88101
66564,2022-03-31,19,24-HR BLK AVG,88101
66565,2022-03-31,19,24-HR BLK AVG,88101
66566,2022-03-31,19,24-HR BLK AVG,88101
66567,2022-03-31,19,24-HR BLK AVG,88101
66568,2022-04-01,22,24-HR BLK AVG,88101
66569,2022-04-01,22,24-HR BLK AVG,88101
66570,2022-04-01,22,24-HR BLK AVG,88101
66571,2022-04-01,22,24-HR BLK AVG,88101
66572,2022-04-01,22,24-HR BLK AVG,88101
66573,2022-04-01,22,24-HR BLK AVG,88101
66574,2022-04-02,20,24-HR BLK AVG,88101
66575,2022-04-02,20,24-HR BLK AVG,88101
66576,2022-04-02,20,24-HR BLK AVG,88101
66577,2022-04-02,20,24-HR BLK AVG,88101
66578,2022-04-02,20,24-HR BLK AVG,88101
66579,2022-04-02,20,24-HR BLK AVG,88101
66580,2022-04-03,23,24-HR BLK AVG,88101
66581,2022-04-03,23,24-HR BLK AVG,88101
66582,2022-04-03,23,24-HR BLK AVG,88101
66583,2022-04-03,23,24-HR BLK AVG,88101
66584,2022-04-03,23,24-HR BLK AVG,88101
66585,2022-04-03,23,24-HR BLK AVG,88101
66586,2022-04-04,25,24-HR BLK AVG,88101
66587,2022-04-04,25,24-HR BLK AVG,88101
66588,2022-04-04,25,24-HR BLK AVG,88101
66589,2022-04-04,25,24-HR BLK AVG,88101
66590,2022-04-04,25,24-HR BLK AVG,88101
66591,2022-04-04,25,24-HR BLK AVG,88101
66592,2022-04-05,53,24-HR BLK AVG,88101
66593,2022-04-05,53,24-HR BLK AVG,88101
66594,2022-04-05,53,24-HR BLK AVG,88101
